product_id,product_name,department,category,subcategory,product_type,description,features,color,material,size_range,price,rating,reviews_count,tags,brand,stock_status,keywords
SHOE6VH5FY6TXG62,Niremo Light Blue Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Niremo Light Blue Loafers - Buy Niremo Light Blue Loafers - N-15suede only for Rs. 799 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,799.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"niremo light blue loafers, women's, footwear, loafers, shoes, casual"
SHOECFAQWZSP3SS2,Leejordan Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Leejordan Loafers - Buy Leejordan Loafers - KE0023 only for Rs. 499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,499.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"leejordan loafers, women's, footwear, loafers, shoes, casual"
SHOEFDVVFH5WUUMN,Adreno 1906 Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Adreno 1906 Loafers - Buy Adreno 1906 Loafers - Loafer 1 only for Rs. 950 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,950.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"adreno 1906 loafers, women's, footwear, loafers, shoes, casual"
CLDE9Y64GKDGAAUG,Rasa Calendars Hindu Gods & Goddesses 2016 Wall Calendar,Pens & Stationery,Office Supplies,Calendars,Rasa Calendars Calendars,Buy Rasa Calendars Hindu Gods & Goddesses 2016 Wall Calendar for Rs.195 online. Rasa Calendars Hindu Gods & Goddesses 2016 Wall Calendar at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,,,,,195.0,0.0,0,"office, rasa, calendars, stationery, supplies, pens",Unknown,In Stock,"rasa calendars hindu gods & goddesses 2016 wall calendar, office, rasa, calendars, stationery, supplies, pens"
SHOEBBYTYEFP5WGN,Kujaparis Loafers,Footwear,Women's Footwear,Casual Shoes,Loafers,Kujaparis Loafers - Buy Kujaparis Loafers - KUJAPARIS-P-133 only for Rs. 699 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,,,,,699.0,0.0,0,"women's, footwear, loafers, shoes, casual",Unknown,In Stock,"kujaparis loafers, women's, footwear, loafers, shoes, casual"
MUGEB7J7SENGQCZK,Prithish Alphabets With Illustrations Double Color Ceramic Mug,Kitchen & Dining,Coffee Mugs,Prithish Coffee Mugs,Prithish Coffee Mugs,"Prithish Alphabets With Illustrations Double Color Ceramic Mug (330 ml) Price: Rs. 225 ""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure tofind the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping! ""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure tofind the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping!",,,,,225.0,0.0,0,"kitchen, prithish, coffee, mugs, dining",Unknown,In Stock,"prithish alphabets with illustrations double color ceramic mug, kitchen, prithish, coffee, mugs, dining"
MUGEACY8NCCXXWJZ,Printland CMW1685 Ceramic Mug,Kitchen & Dining,Coffee Mugs,Printland Coffee Mugs,Printland Coffee Mugs,Printland CMW1685 Ceramic Mug (350 g) Price: Rs. 199 Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one. Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.,,,,,199.0,0.0,0,"kitchen, coffee, mugs, printland, dining",Unknown,In Stock,"printland cmw1685 ceramic mug, kitchen, coffee, mugs, printland, dining"
MUGEAGGKQMGVUVJT,Rockmantra Big Buildings Lighting In The Night Ceramic Mug,Kitchen & Dining,Coffee Mugs,Rockmantra Coffee Mugs,Rockmantra Coffee Mugs,"Rockmantra Big Buildings Lighting In The Night Ceramic Mug (5.5 l) Price: Rs. 199 Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications : Material : Ceramic Size : 3.5"" X 4"" Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications : Material : Ceramic Size : 3.5"" X 4""",,,,,199.0,0.0,0,"kitchen, rockmantra, coffee, mugs, dining",Unknown,In Stock,"rockmantra big buildings lighting in the night ceramic mug, kitchen, rockmantra, coffee, mugs, dining"
MUGEBFGY3VGMSTZE,Printland PMR1859 Ceramic Mug,Kitchen & Dining,Coffee Mugs,Printland Coffee Mugs,Printland Coffee Mugs,Printland PMR1859 Ceramic Mug (350 ml) Price: Rs. 299 Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one. Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.,,,,,299.0,0.0,0,"kitchen, coffee, mugs, printland, dining",Unknown,In Stock,"printland pmr1859 ceramic mug, kitchen, coffee, mugs, printland, dining"
MUGE9WYRNFEG66S2,Prithish Listen To Your Heart Double Color Ceramic Mug,Kitchen & Dining,Coffee Mugs,Prithish Coffee Mugs,Prithish Coffee Mugs,Buy Prithish Listen To Your Heart Double Color Ceramic Mug for Rs.199 online. Prithish Listen To Your Heart Double Color Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,,,,,199.0,0.0,0,"kitchen, prithish, coffee, mugs, dining",Unknown,In Stock,"prithish listen to your heart double color ceramic mug, kitchen, prithish, coffee, mugs, dining"
MUGEACY8CMZT54ZX,Printland CMW1634 Ceramic Mug,Kitchen & Dining,Coffee Mugs,Printland Coffee Mugs,Printland Coffee Mugs,Buy Printland CMW1634 Ceramic Mug for Rs.199 online. Printland CMW1634 Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,,,,,199.0,0.0,0,"kitchen, coffee, mugs, printland, dining",Unknown,In Stock,"printland cmw1634 ceramic mug, kitchen, coffee, mugs, printland, dining"
MUGEBFGFM3GRXXKW,Printland PMR1882 Ceramic Mug,Kitchen & Dining,Coffee Mugs,Printland Coffee Mugs,Printland Coffee Mugs,Printland PMR1882 Ceramic Mug (350 ml) Price: Rs. 299 Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one. Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.,,,,,299.0,0.0,0,"kitchen, coffee, mugs, printland, dining",Unknown,In Stock,"printland pmr1882 ceramic mug, kitchen, coffee, mugs, printland, dining"
MUGEBFGFYPAT5BQE,Printland PMR1903 Ceramic Mug,Kitchen & Dining,Coffee Mugs,Printland Coffee Mugs,Printland Coffee Mugs,Buy Printland PMR1903 Ceramic Mug for Rs.299 online. Printland PMR1903 Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,,,,,299.0,0.0,0,"kitchen, coffee, mugs, printland, dining",Unknown,In Stock,"printland pmr1903 ceramic mug, kitchen, coffee, mugs, printland, dining"
MUGEAGGKCDCUHPYQ,Rockmantra Old Art Ceramic Mug,Kitchen & Dining,Coffee Mugs,Rockmantra Coffee Mugs,Rockmantra Coffee Mugs,"Rockmantra Old Art Ceramic Mug (5.5 l) Price: Rs. 199 Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications : Material : Ceramic Size : 3.5"" X 4"" Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications : Material : Ceramic Size : 3.5"" X 4""",,,,,199.0,0.0,0,"kitchen, rockmantra, coffee, mugs, dining",Unknown,In Stock,"rockmantra old art ceramic mug, kitchen, rockmantra, coffee, mugs, dining"
MUGEACY8SSF8HCAN,Printland PMR1269 Ceramic Mug,Kitchen & Dining,Coffee Mugs,Printland Coffee Mugs,Printland Coffee Mugs,Printland PMR1269 Ceramic Mug (350 g) Price: Rs. 299 Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one. Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.,,,,,299.0,0.0,0,"kitchen, coffee, mugs, printland, dining",Unknown,In Stock,"printland pmr1269 ceramic mug, kitchen, coffee, mugs, printland, dining"
MUGE8S9K9YBFCGQV,Prithish Got that Shit you can't Teach Ceramic Mug,Kitchen & Dining,Coffee Mugs,Prithish Coffee Mugs,Prithish Coffee Mugs,"Prithish Got that Shit you can't Teach Ceramic Mug (330 ml) Price: Rs. 175 ""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure tofind the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping! ""Get talking with your coffee! Our wide selection of cute and catchy designs means you're sure tofind the quote that says what it is, the way it is. And if these mugs bring on the smiles, don't forget to share them. Mugs like these make great gifts! Each mug is beautifully designed with quality ink and attractive graphics, perfect for all around enjoyment."" ""Express yourself! Our distinctive coffee mugs give you the freedom to broadcast your own special message, from holiday cheer to your love of cupcakes. These affordable mugs are also perfect for gifting, so you can show others just how well you know them. Break out the mugs, and bring on the laughs! Happy sipping!",,,,,175.0,0.0,0,"kitchen, prithish, coffee, mugs, dining",Unknown,In Stock,"prithish got that shit you can't teach ceramic mug, kitchen, prithish, coffee, mugs, dining"
MUGEACY8Z6ARBSVS,Printland CMW1628 Ceramic Mug,Kitchen & Dining,Coffee Mugs,Printland Coffee Mugs,Printland Coffee Mugs,Printland CMW1628 Ceramic Mug (350 g) Price: Rs. 199 Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one. Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.,,,,,199.0,0.0,0,"kitchen, coffee, mugs, printland, dining",Unknown,In Stock,"printland cmw1628 ceramic mug, kitchen, coffee, mugs, printland, dining"
MUGECEVF6QB99RWA,Prithish Word of The Day: Bullshit Double Color Ceramic Mug,Kitchen & Dining,Coffee Mugs,Prithish Coffee Mugs,Prithish Coffee Mugs,"Prithish Word of The Day: Bullshit Double Color Ceramic Mug (330 ml) Price: Rs. 225 ""Get Talking With Your Coffee! Our Wide Selection Of Cute And Catchy Designs Means You'Re Sure ToFind The Quote That Says What It Is, The Way It Is. And If These Mugs Bring On The Smiles, Don'T Forget To Share Them. Mugs Like These Make Great Gifts! Each Mug Is Beautifully Designed With Quality Ink And Attractive Graphics, Perfect For All Around Enjoyment."" ""Express Yourself! Our Distinctive Coffee Mugs Give You The Freedom To Broadcast Your Own Special Message, From Holiday Cheer To Your Love Of Cupcakes. These Affordable Mugs Are Also Perfect For Gifting, So You Can Show Others Just How Well You Know Them. Break Out The Mugs, And Bring On The Laughs! Happy Sipping! ""Get Talking With Your Coffee! Our Wide Selection Of Cute And Catchy Designs Means You'Re Sure ToFind The Quote That Says What It Is, The Way It Is. And If These Mugs Bring On The Smiles, Don'T Forget To Share Them. Mugs Like These Make Great Gifts! Each Mug Is Beautifully Designed With Quality Ink And Attractive Graphics, Perfect For All Around Enjoyment."" ""Express Yourself! Our Distinctive Coffee Mugs Give You The Freedom To Broadcast Your Own Special Message, From Holiday Cheer To Your Love Of Cupcakes. These Affordable Mugs Are Also Perfect For Gifting, So You Can Show Others Just How Well You Know Them. Break Out The Mugs, And Bring On The Laughs! Happy Sipping!",,,,,225.0,0.0,0,"kitchen, prithish, coffee, mugs, dining",Unknown,In Stock,"prithish word of the day: bullshit double color ceramic mug, kitchen, prithish, coffee, mugs, dining"
MUGEACY8MFV9ZDB3,Printland PMR1361 Ceramic Mug,Kitchen & Dining,Coffee Mugs,Printland Coffee Mugs,Printland Coffee Mugs,Printland PMR1361 Ceramic Mug (350 g) Price: Rs. 299 Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one. Printland coffee mug is an adorable and a fantastic coffee mug. One can enjoy their morning coffee/tea in this huge mug. It is made of ceramic material. It is a perfect add on to your kitchen wardrobe. It looks very stylish & elegant to serve tea/coffee in this mug during a casual get together at home. It is also a perfect gift to be presented to your loved one.,,,,,299.0,0.0,0,"kitchen, coffee, mugs, printland, dining",Unknown,In Stock,"printland pmr1361 ceramic mug, kitchen, coffee, mugs, printland, dining"
MUGE4PXNXSEFGFZU,Prithish Ur'E The Best Dad Ever Double Colour Ceramic Mug,Kitchen & Dining,Coffee Mugs,Prithish Coffee Mugs,Prithish Coffee Mugs,Buy Prithish Ur'E The Best Dad Ever Double Colour Ceramic Mug for Rs.225 online. Prithish Ur'E The Best Dad Ever Double Colour Ceramic Mug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,,,,,225.0,5.0,0,"kitchen, prithish, coffee, mugs, dining",Unknown,In Stock,"prithish ur'e the best dad ever double colour ceramic mug, kitchen, prithish, coffee, mugs, dining"
